"","pathway","pval","padj","log2err","ES","NES","size"
"239","KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY",0.894545454545455,0.97844998022934,0.0464154956843849,0.54594180704441,0.735373297238196,1
"240","KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION",0.0435739303063497,0.371325666958459,0.321775918075361,-0.97281776416539,-1.31182240578214,1
"241","KEGG_MEDICUS_REFERENCE_HORMONE_LIKE_CYTOKINE_TO_JAK_STAT_SIGNALING_PATHWAY",0.528716216216216,0.945225939833762,0.0676760401641789,-0.632707774798928,-0.972052009118901,2
"242","KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY",0.00317674373784288,0.0651601855064517,0.431707695803346,0.579244949616402,1.85262919631725,14
"243","KEGG_MEDICUS_REFERENCE_IGF2_IGF1R_PI3K_SIGNALING_PATHWAY",0.922566371681416,0.97844998022934,0.0540088272801684,-0.535604900459418,-0.722250903458957,1
"244","KEGG_MEDICUS_REFERENCE_IGF_IGF1R_RAS_ERK_SIGNALING_PATHWAY",0.753315649867374,0.97844998022934,0.0398406946073899,-0.397927858787414,-0.822657499437508,7
"245","KEGG_MEDICUS_REFERENCE_IGG_FCGR_RAC_SIGNALING_PATHWAY",0.38716814159292,0.920294117647059,0.099233334377119,-0.79594180704441,-1.07330924109448,1
"246","KEGG_MEDICUS_REFERENCE_IL10_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY",0.375,0.920294117647059,0.0855356947987884,-0.694617180240241,-1.06716568456205,2
"247","KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY",0.00413782113657682,0.076832805104437,0.407017918923954,-0.998085758039816,-1.34589571502323,1
"248","KEGG_MEDICUS_REFERENCE_IL2_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY",0.379154078549849,0.920294117647059,0.0789209638180035,-0.632950191570881,-1.06999272073747,3
"249","KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY",0.326013513513513,0.907711837511901,0.0934449219410994,-0.71313672922252,-1.09561794248147,2
"250","KEGG_MEDICUS_REFERENCE_INACTIVATION_OF_CONDENSIN_I",0.0187010506926434,0.227507954633262,0.352487857583619,-0.987366003062787,-1.33144037170883,1
"251","KEGG_MEDICUS_REFERENCE_INTRINSIC_APOPTOTIC_PATHWAY",0.548672566371681,0.945225939833762,0.0795564677235957,-0.701761102603369,-0.946308724832215,1
"252","KEGG_MEDICUS_REFERENCE_IRE1A_JNK_SIGNALING_PATHWAY",0.830909090909091,0.97844998022934,0.0497903187820785,0.577718223583461,0.778175529826394,1
"253","KEGG_MEDICUS_REFERENCE_ISOLEUCINE_DEGRADATION",0.0121127737575643,0.172609798724573,0.380730400722792,0.991194486983155,1.33512024302222,1
"254","KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY",0.187272727272727,0.772002145862157,0.135002033828631,0.908499234303216,1.22373130038306,1
"255","KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY",0.748210023866348,0.97844998022934,0.0352404270679709,-0.32894519542376,-0.798910635767423,13
"256","KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION",0.934631432545202,0.97844998022934,0.0319257308349884,-0.336588895983076,-0.638779657342465,5
"257","KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT",0.934631432545202,0.97844998022934,0.0319257308349884,-0.336588895983076,-0.638779657342465,5
"258","KEGG_MEDICUS_REFERENCE_KISS1_KISS1R_PLCB_PKC_SIGNALING_PATHWAY",0.942477876106195,0.981662073351707,0.0530212512043078,-0.52833078101072,-0.712441920495612,1
"259","KEGG_MEDICUS_REFERENCE_KITLG_KIT_PI3K_SIGNALING_PATHWAY",0.922566371681416,0.97844998022934,0.0540088272801684,-0.535604900459418,-0.722250903458957,1
"260","KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY",0.753315649867374,0.97844998022934,0.0398406946073899,-0.397927858787414,-0.822657499437508,7
"261","KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_FIBRINOGEN_TO_FIBRIN",0.687311178247734,0.97844998022934,0.0499913914024592,-0.512260536398467,-0.865968685003634,3
"262","KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_PROTHROMBIN_TO_THROMBIN",0.687311178247734,0.97844998022934,0.0499913914024592,-0.512260536398467,-0.865968685003634,3
"263","KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COMPLEMENT_CASCADE_C4_C2_TO_C3_CONVERTASE_FORMATION",0.687311178247734,0.97844998022934,0.0499913914024592,-0.512260536398467,-0.865968685003634,3
"264","KEGG_MEDICUS_REFERENCE_LESION_BYPASS_BY_TLS_AND_DSB_FORMATION",0.402027027027027,0.920294117647059,0.0817515582532145,-0.683646112600536,-1.05031043358186,2
"265","KEGG_MEDICUS_REFERENCE_LHCGR_GNAS_PKA_SIGNALING_PATHWAY",0.56858407079646,0.956131840691092,0.0776798560117236,-0.691807044410414,-0.932885906040269,1
"266","KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER",0.0435739303063497,0.371325666958459,0.321775918075361,-0.97281776416539,-1.31182240578214,1
"267","KEGG_MEDICUS_REFERENCE_LPAR_GNB_G_RHO_SIGNALING_PATHWAY",0.613293051359517,0.96679976997157,0.0552495663125249,-0.547892720306513,-0.926204352696482,3
"268","KEGG_MEDICUS_REFERENCE_LPA_GNA12_13_RHOA_SIGNALING_PATHWAY",0.00430168998885168,0.0774304197993303,0.407017918923954,-0.99770290964778,-1.345379452762,1
"269","KEGG_MEDICUS_REFERENCE_LYSOSOMAL_CA2_RELEASE",0.728040540540541,0.97844998022934,0.0524827622635459,-0.555342780543853,-0.853193349408237,2
"270","KEGG_MEDICUS_REFERENCE_MACHR_CA2_APOPTOTIC_PATHWAY",0.359621451104101,0.920294117647059,0.127505315300183,0.506954151676046,1.05231331359155,4
"271","KEGG_MEDICUS_REFERENCE_MDA5_IRF7_3_SIGNALING_PATHWAY",0.000837241686218798,0.0210984904927137,0.477270815362862,0.634559159686927,2.0149508135352,13
"272","KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066",0.616363636363636,0.967318020058234,0.0637845390312975,0.668836140888208,0.900909642549178,1
"273","KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00536",0.616363636363636,0.967318020058234,0.0637845390312975,0.668836140888208,0.900909642549178,1
"274","KEGG_MEDICUS_REFERENCE_MGLUR5_CA2_APOPTOTIC_PATHWAY",0.359621451104101,0.920294117647059,0.127505315300183,0.506954151676046,1.05231331359155,4
"275","KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION",0.934631432545202,0.97844998022934,0.0319257308349884,-0.336588895983076,-0.638779657342465,5
"276","KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS",0.934631432545202,0.97844998022934,0.0319257308349884,-0.336588895983076,-0.638779657342465,5
"277","KEGG_MEDICUS_REFERENCE_MICROTUBULE_NUCLEATION",0.934631432545202,0.97844998022934,0.0319257308349884,-0.336588895983076,-0.638779657342465,5
"278","KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY",0.934631432545202,0.97844998022934,0.0319257308349884,-0.336588895983076,-0.638779657342465,5
"279","KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR",0.0435739303063497,0.371325666958459,0.321775918075361,-0.97281776416539,-1.31182240578214,1
"280","KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS",0.982332155477032,0.994556001784917,0.0736212741014394,0.253188929929008,0.566200950132704,5
"281","KEGG_MEDICUS_REFERENCE_MLK_JNK_SIGNALING_PATHWAY",0.867256637168142,0.97844998022934,0.0568864160475701,-0.571592649310873,-0.770779556014456,1
